date,year,redemption_pct,min_steth_price,min_discount,min_discount_pct,steth_requested,steth_outstanding
2025-08-23,2025,0.0015528775795645871,4681.333722223164,-0.0035769923717163,-0.35769923717163,13609.95393387122,8764344.41
2025-08-24,2025,0.0009591628136568388,4732.677406231672,-0.0043899383193504,-0.43899383193504,8405.436827455847,8763305.57
2025-08-25,2025,0.0011281801315673173,4359.268821085336,-0.0045732276556662,-0.45732276556662,9875.090962568518,8753115.469999999
2025-08-26,2025,0.0034687276861682576,4331.454700589401,-0.0062530744255282,-0.62530744255282,30347.302806993262,8748828.26
2025-08-27,2025,0.0011710614730175016,4511.290557944557,-0.0068239014477518,-0.68239014477518,10243.426930764965,8747129.99
2025-08-28,2025,0.0009802647651225508,4448.957854285938,-0.0062606153758685,-0.62606153758685,8574.414699406356,8747039.58
2025-08-29,2025,0.0002460630537822466,4280.601802007046,-0.0056392179896009,-0.56392179896009,2152.266877878314,8746810.4
2025-08-30,2025,0.0007093812388612197,4273.26004038562,-0.0040963042967571,-0.40963042967571,6219.341543040795,8767276.610000001
2025-08-31,2025,0.0012911879520375094,4361.44277935272,-0.0066609962637032,-0.6660996263703199,11275.559804812056,8732702.15
2025-09-01,2025,0.0014853977127255791,4240.808836196878,-0.0048375076724409,-0.48375076724409005,12914.700130819569,8694439.22
2025-09-02,2025,0.0033458652681392803,4264.094721643366,-0.0072909852464354,-0.72909852464354,29090.260740688136,8694390.96
2025-09-03,2025,0.001851303536073547,4290.326511196177,-0.0075746908514099,-0.75746908514099,16066.29519853802,8678368.990000002
2025-09-04,2025,0.0005718789810407424,4271.133526469695,-0.0043901686843703,-0.43901686843703,4965.879478365686,8683444.65
2025-09-05,2025,0.0006290183440583798,4273.069548783429,-0.0045592159115218,-0.45592159115218,5458.339402100849,8677552.02
2025-09-06,2025,0.0006821575303905736,4249.220474681862,-0.0034908033181337,-0.34908033181337,5915.117119366618,8671189.36
2025-09-07,2025,0.00027379807693482636,4271.813551899098,-0.0040061436848654,-0.40061436848654,2374.5630237317064,8672679.7
2025-09-08,2025,0.0009308036055356743,4282.87982244564,-0.0042367580957123,-0.42367580957123,8072.351293805668,8672453.83
2025-09-09,2025,0.0006056900798016009,4277.407808989021,-0.0025714037341618,-0.25714037341617996,5253.9594518298245,8674336.31
2025-09-10,2025,0.0023935174530548844,4284.649687676983,-0.0041756640000568,-0.41756640000568,20670.35542660001,8635974.39
2025-09-11,2025,0.0010071603236330347,4339.07309370271,-0.0059004339942848,-0.59004339942848,8682.612379872471,8620884.06
2025-09-12,2025,0.0008960588804095553,4455.143976842413,-0.0044729962834606,-0.44729962834606,7722.282187721927,8618052.18
2025-09-13,2025,0.0011117723522096727,4620.661545798788,-0.0033994734184327,-0.33994734184327,9574.73415350115,8612135.51
2025-09-14,2025,0.00118627965814803,4575.722973904134,-0.0034835241870699,-0.34835241870699,10213.449432093514,8609647.279999997
2025-09-15,2025,0.0007718735182696598,4476.349823997878,-0.0060444757079901,-0.60444757079901,6642.705599238947,8605950.900000002
